2ndFlrSF,MasVnrArea,GarageYrBlt,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,GarageYrBlt_missing,LotFrontage_missing
0,132,1986,3,No,ALQ,Fin,1651,1398,0,616,1651,TA,12416,47.0,0,5,6,1606,1986,1986,184000,0,0
0,0,1926,2,No,Unf,Unf,789,0,768,200,789,TA,10594,55.0,0,5,5,768,1926,1950,96500,0,0
1296,368,1969,6,No,LwQ,None,1338,500,748,968,2634,TA,11643,91.0,0,5,5,1248,1969,1969,200000,0,0
534,0,1928,3,No,Unf,Unf,1042,0,1042,225,1576,TA,6240,52.0,0,6,5,1042,1928,1950,149000,0,0
701,0,2005,3,No,None,Fin,783,0,783,393,1484,Gd,10237,65.0,72,5,6,783,2005,2007,178900,0,0
0,0,2003,2,No,None,RFn,1200,833,343,555,1200,Gd,10083,67.0,41,5,7,1176,2003,2003,184900,0,0
625,0,2006,2,No,Unf,RFn,625,0,625,528,1250,Gd,4251,35.0,54,5,7,625,2006,2007,164700,0,0
0,0,1959,3,Av,GLQ,Fin,1902,1406,496,567,1902,Ex,17500,100.0,207,8,7,1902,1959,2002,335000,0,0
0,340,1949,2,None,None,Unf,1040,0,0,400,1040,TA,8544,70.0,0,4,3,0,1949,1950,87500,0,1
0,268,2009,3,No,Unf,RFn,1502,0,1502,644,1502,Gd,9541,79.0,114,5,7,1502,2009,2009,233170,0,0
0,0,1966,3,No,Unf,Unf,1228,0,1228,271,1228,Gd,8544,70.0,65,6,5,1228,1966,2006,149350,0,1
0,0,1949,3,No,Rec,Unf,1036,375,457,288,1268,TA,12144,60.0,28,7,5,832,1949,1950,133000,0,0
0,0,0,2,No,Rec,None,864,468,396,0,864,TA,5604,67.0,0,6,5,864,1925,1950,98000,1,0
0,157,1980,3,No,BLQ,Unf,1686,625,0,612,1686,TA,10240,79.0,131,6,6,1686,1980,1980,207500,0,0
0,0,1993,3,No,BLQ,Unf,1620,1116,165,490,1620,TA,9991,70.0,78,4,4,1281,1976,1993,150000,0,1
0,0,1983,2,Av,GLQ,Unf,858,685,173,576,858,TA,7252,70.0,0,5,5,858,1982,1982,134900,0,1
0,0,2006,2,No,Unf,RFn,1301,0,1293,572,1301,Gd,7200,60.0,121,5,7,1293,2006,2006,187750,0,0
0,90,1953,2,No,None,RFn,1505,1024,481,505,1505,TA,12160,128.0,0,4,6,1505,1953,1953,149500,0,0
0,0,1972,3,No,Unf,None,864,0,864,280,864,TA,9353,71.0,0,5,4,864,1970,1970,116050,0,0
0,275,1979,2,Av,GLQ,Unf,1224,1086,0,528,1224,TA,7018,64.0,0,5,5,1086,1979,1979,153337,0,0
0,0,1954,3,Mn,BLQ,None,1383,1064,319,354,1383,TA,13284,70.0,116,5,5,1383,1954,1954,165000,0,1
0,0,1982,3,No,ALQ,Unf,816,641,175,264,816,Gd,6600,60.0,0,9,5,816,1982,2008,130500,0,0
0,200,1997,3,Gd,GLQ,Fin,1344,1309,35,784,1344,TA,7060,78.0,0,5,7,1344,1997,1998,206300,0,0
689,0,2007,2,No,Unf,Unf,703,0,689,540,1392,Gd,3604,34.0,102,5,7,689,2007,2007,146000,0,0
0,66,1974,3,No,Unf,Unf,1065,0,1065,461,1065,TA,8892,80.0,0,5,5,1065,1960,1960,126500,0,0
589,0,1985,3,No,Unf,Unf,661,0,661,552,1250,TA,5362,53.0,0,6,5,661,1910,2003,139000,0,0
716,0,0,2,No,Unf,None,736,0,736,0,1452,TA,4456,33.0,0,5,4,736,1920,2008,113000,1,0
524,0,0,2,No,Unf,None,572,0,572,0,1096,TA,9600,60.0,8,5,6,572,1924,1950,79000,1,0
0,0,2007,3,No,Unf,Fin,1428,0,1428,480,1428,Gd,11639,95.0,120,5,7,1428,2007,2008,182000,0,0
885,0,1995,3,No,GLQ,Fin,773,219,554,431,1658,TA,8000,70.0,84,5,6,773,1995,1996,188000,0,1
0,0,1980,3,No,ALQ,RFn,864,398,317,720,864,Gd,7200,60.0,0,8,5,864,1950,2002,129000,0,0
980,0,0,5,Mn,Unf,None,948,0,686,0,1928,TA,7082,70.0,0,8,5,686,1916,1995,160000,1,1
0,237,1962,3,No,None,RFn,1537,0,1319,462,1537,Gd,8400,80.0,36,9,6,1319,1962,2005,174000,0,0
984,0,2006,4,Av,Unf,Fin,879,0,879,660,1863,Gd,14054,58.0,17,5,7,879,2006,2006,219210,0,0
981,160,2008,3,Av,GLQ,None,1026,765,252,812,2007,Ex,11003,85.0,52,5,10,1017,2008,2008,310000,0,0
0,562,2003,2,Gd,GLQ,Fin,1792,1567,225,874,1792,Ex,11846,72.0,49,5,9,1792,2003,2004,374000,0,0
0,0,1935,2,No,Unf,Unf,968,0,968,480,968,TA,8520,60.0,0,6,5,968,1923,2006,100000,0,0
1142,220,1968,4,Mn,BLQ,None,1512,619,435,619,2654,Gd,11029,70.0,65,7,6,1054,1968,1984,250000,0,1
0,0,1965,0,Av,GLQ,Unf,960,648,0,364,960,TA,10246,70.0,0,9,4,648,1965,2001,145000,0,1
0,0,1988,3,No,Unf,Unf,1521,0,1237,880,2775,Gd,13500,75.0,502,9,10,1237,1893,2000,325000,0,0
574,772,2006,3,Av,Unf,Fin,2069,0,2153,694,2643,Ex,13693,105.0,84,5,9,2153,2006,2006,380000,0,0
0,174,2004,2,Gd,GLQ,Fin,1646,1373,221,482,1646,Gd,3842,44.0,53,5,8,1594,2004,2005,275000,0,0
0,85,1985,3,No,GLQ,None,1298,1258,40,403,1298,Gd,11200,70.0,26,5,6,1298,1985,1985,180000,0,1
0,72,2008,3,Av,Unf,None,1694,0,1694,776,1694,Gd,10475,64.0,33,5,8,1694,2008,2008,245350,0,0
0,0,1960,2,Mn,BLQ,RFn,958,498,460,301,958,TA,12772,70.0,0,8,6,958,1960,1998,151500,0,1
0,0,1962,3,Av,BLQ,Unf,999,784,141,300,999,TA,10205,69.0,72,5,5,925,1962,1962,134500,0,0
240,0,0,2,No,Unf,None,780,0,780,0,1020,TA,6342,54.0,0,8,5,780,1875,1996,94000,1,0
860,0,2000,3,No,GLQ,RFn,814,533,281,663,1674,Gd,7500,70.0,96,5,7,814,2000,2000,216000,0,1
0,660,1995,2,Gd,GLQ,Fin,2113,1696,413,839,2113,Gd,10437,91.0,46,6,8,2109,1995,1995,350000,0,0
912,298,1976,4,No,LwQ,Fin,1118,156,692,551,2030,Gd,12046,70.0,224,6,6,848,1976,1976,195000,0,1
591,0,1980,3,No,None,RFn,626,0,626,288,1217,TA,10762,75.0,28,6,6,626,1980,1980,120000,0,0
885,149,2002,3,No,None,RFn,1284,0,1284,647,2169,Gd,9375,70.0,87,5,8,1284,2002,2002,228500,0,1
871,0,1994,3,No,GLQ,Fin,979,595,378,467,1850,Gd,29959,70.0,98,6,7,973,1994,1994,248000,0,1
0,0,1962,3,No,BLQ,Unf,1144,25,247,336,1144,TA,9204,71.0,88,5,5,1144,1963,1963,124000,0,0
0,14,2005,2,No,GLQ,Fin,1504,16,1330,437,1504,Gd,3182,43.0,20,5,7,1346,2005,2006,191000,0,0
0,99,1974,3,No,ALQ,RFn,1309,663,0,484,1309,Gd,10140,78.0,0,6,6,1040,1974,1999,181000,0,0
560,0,1939,2,Mn,Rec,Unf,698,204,356,280,1258,TA,9060,60.0,0,5,6,560,1939,1950,105000,0,0
0,0,1960,3,No,Unf,RFn,1422,0,978,286,1422,TA,12342,70.0,0,5,5,978,1960,1978,139900,0,1
0,243,1958,4,No,Rec,RFn,1442,608,834,301,1442,TA,9750,75.0,0,6,6,1442,1958,1958,157900,0,0
432,0,1946,3,No,BLQ,Unf,768,352,416,240,1200,TA,11767,70.0,0,6,5,768,1946,1995,130500,0,0
711,0,2000,3,No,Unf,RFn,953,0,953,460,1664,TA,8121,70.0,40,5,6,953,2000,2000,172400,0,1
0,0,1962,3,No,ALQ,Unf,1360,384,0,572,1360,TA,7134,60.0,50,5,5,384,1955,1955,130000,0,0
707,0,2004,3,Av,Unf,Fin,707,0,707,403,1414,Gd,9056,74.0,35,5,8,707,2004,2004,178000,0,0
0,0,1967,3,No,Rec,Unf,1342,251,491,457,1342,TA,9790,70.0,0,5,6,1372,1967,1967,161500,0,1
325,0,1939,3,Mn,Rec,Unf,793,507,286,410,1118,TA,7800,65.0,0,7,5,793,1939,1950,119900,0,0
1175,0,1932,4,No,Rec,Unf,1170,503,449,360,2345,TA,16560,80.0,0,8,6,952,1932,1950,239000,0,0
0,480,1977,3,No,BLQ,RFn,1844,705,1139,546,1844,TA,11751,105.0,122,6,6,1844,1977,1977,190000,0,0
504,232,1971,2,No,ALQ,Unf,483,387,96,264,987,TA,1680,21.0,0,5,6,483,1971,1971,85400,0,0
0,28,1977,3,Mn,ALQ,RFn,1610,1200,410,480,1610,Gd,10603,70.0,68,7,6,1610,1977,2001,205000,0,1
0,0,1983,3,No,ALQ,Unf,1080,336,748,484,1080,TA,9187,71.0,0,5,6,1084,1983,1983,134000,0,0
0,149,1975,3,Av,BLQ,Fin,1622,1159,90,1356,1622,TA,32463,70.0,0,4,4,1249,1961,1975,168000,0,1
709,0,1997,3,Av,GLQ,Fin,802,714,88,413,1511,TA,11207,70.0,75,5,6,802,1997,1997,185000,0,0
0,86,1964,3,Av,GLQ,RFn,1152,1014,138,484,1152,TA,14112,70.0,0,7,5,1152,1964,1964,180500,0,1
648,0,1950,4,No,BLQ,Unf,910,420,490,282,1558,TA,13710,75.0,0,5,5,910,1950,1950,152000,0,0
846,125,1993,3,No,None,RFn,1065,380,397,471,1911,Gd,9554,80.0,81,5,8,777,1993,1994,215000,0,0
0,0,1968,2,Mn,BLQ,Unf,1306,860,132,756,1306,TA,8712,64.0,0,7,5,992,1957,2000,153000,0,0
1063,0,1910,2,No,Unf,Unf,1075,0,849,360,2138,TA,8100,90.0,156,5,5,849,1898,1965,106000,0,0
886,0,2004,4,No,Unf,RFn,1580,0,1580,610,2466,Gd,11143,102.0,214,5,8,1580,2004,2005,340000,0,0
649,0,1962,3,No,Rec,None,1085,600,312,440,1734,Gd,9786,77.0,0,7,6,912,1962,1981,159000,0,0
208,0,1929,3,No,Unf,RFn,950,0,862,208,1158,TA,6000,50.0,0,7,6,862,1929,1950,120000,0,0
0,75,1960,3,None,None,Unf,1771,0,0,336,1771,TA,21750,100.0,0,4,5,0,1960,2006,115000,0,0
0,0,1977,2,No,ALQ,RFn,958,120,958,440,958,TA,4928,70.0,205,5,6,1078,1976,1976,128000,0,1
0,452,2007,3,Av,None,Unf,1828,48,1774,774,1828,Gd,11694,90.0,108,5,9,1822,2007,2007,314813,0,0
568,0,1949,3,No,LwQ,Unf,1148,292,476,281,1716,TA,11409,60.0,0,4,5,768,1949,2008,131000,0,0
1237,268,2008,3,Av,GLQ,Fin,1476,1330,122,858,2713,Ex,14948,67.0,66,5,9,1452,2008,2008,446261,0,0
408,0,1978,3,No,LwQ,None,959,425,459,560,1367,TA,6240,52.0,0,6,6,884,1931,1950,127500,0,0
0,0,1915,4,No,ALQ,Unf,916,299,611,164,1826,Ex,2500,50.0,0,8,7,910,1915,2005,155000,0,0
0,0,1995,3,No,ALQ,RFn,1200,334,322,521,1200,Gd,11249,105.0,26,5,6,1200,1995,1995,177500,0,0
0,0,1991,2,No,Rec,None,854,360,360,660,1382,TA,12358,70.0,0,6,5,720,1941,1950,128500,0,1
728,0,2005,3,No,Unf,None,728,0,728,400,1456,Gd,8029,51.0,24,5,6,728,2005,2005,176000,0,0
762,528,1994,4,No,GLQ,RFn,1686,1361,88,711,2448,Gd,46589,52.0,76,7,8,1629,1994,2005,402000,0,0
940,0,0,4,Av,Unf,None,1024,0,940,0,1964,TA,8525,55.0,192,6,5,940,1911,1950,130000,1,0
0,260,1964,3,No,Rec,RFn,1092,787,305,504,1092,TA,8250,75.0,0,7,6,1092,1964,1964,145000,0,0
0,0,1950,3,No,ALQ,Unf,1113,607,506,264,1113,Gd,9600,80.0,80,7,5,1113,1950,2007,147000,0,0
0,0,0,3,No,ALQ,None,864,432,432,0,864,TA,10500,70.0,0,5,4,864,1971,1971,115000,1,0
776,0,1999,3,No,Unf,Fin,1028,0,994,442,1804,Gd,7500,60.0,60,5,7,994,1999,1999,189000,0,0
0,0,1967,4,Av,Unf,Unf,1632,0,1632,576,1632,TA,25000,100.0,0,4,5,1632,1967,1967,143000,0,0
1066,0,1974,4,No,ALQ,RFn,1548,956,384,624,2614,TA,10800,90.0,243,7,6,1522,1974,1997,240000,0,0
0,166,2008,2,No,GLQ,None,1314,904,410,626,1314,Gd,5001,34.0,62,5,7,1314,2007,2008,230000,0,0
862,0,1992,3,No,GLQ,RFn,1061,674,76,564,1923,Gd,10186,107.0,39,5,7,750,1992,1992,190000,0,0
0,109,2004,3,Av,GLQ,RFn,1484,712,761,606,1484,Gd,8400,70.0,35,5,7,1473,2004,2005,213000,0,0
0,0,0,2,No,LwQ,None,708,280,140,0,708,Fa,5330,50.0,0,7,4,420,1940,1950,82500,1,0
0,262,2004,3,Av,GLQ,Fin,1713,1088,625,856,1713,Ex,9591,76.0,26,5,8,1713,2004,2005,274900,0,0
0,0,1964,3,No,BLQ,Unf,1269,374,363,308,1269,TA,7931,70.0,0,6,5,1269,1960,1960,155000,0,0
0,0,2005,1,Mn,None,Fin,2097,1721,356,1134,2097,Ex,20896,49.0,267,5,8,2077,2005,2006,423000,0,0
0,0,1972,3,Mn,Rec,RFn,864,360,504,288,864,TA,9560,120.0,0,7,5,864,1972,1972,128500,0,0
1054,154,2008,3,Av,GLQ,Fin,1130,936,168,836,2184,Ex,11308,96.0,102,5,9,1104,2008,2008,335000,0,0
0,0,1994,2,No,GLQ,RFn,1624,1456,168,757,1624,Gd,12461,89.0,114,5,8,1624,1994,1995,262000,0,0
0,0,1965,3,No,Rec,Unf,1040,906,134,384,1040,TA,11200,70.0,0,5,5,1040,1965,1965,129500,0,0
1151,180,2001,3,No,Unf,Fin,884,0,884,434,2035,Gd,9505,70.0,48,5,7,884,2001,2001,222500,0,1
0,0,1995,3,Av,LwQ,Fin,1494,437,0,481,1494,Ex,9549,30.0,30,5,8,1494,1995,1996,270000,0,0
0,166,2008,2,No,GLQ,RFn,1314,904,410,626,1314,Gd,5063,34.0,62,5,7,1314,2007,2008,207500,0,0
702,365,1968,3,No,ALQ,Unf,1041,384,143,539,1743,TA,11700,90.0,0,6,6,702,1968,1968,175000,0,0
1215,0,1991,4,Mn,BLQ,RFn,912,48,422,833,2127,Gd,13125,103.0,192,5,7,1104,1991,1991,238000,0,0
780,0,0,6,No,None,None,936,210,570,0,1716,Fa,5687,55.0,184,6,5,780,1912,2000,135900,1,0
0,128,2010,3,Mn,None,RFn,1358,733,625,484,1358,Gd,6371,44.0,35,5,7,1358,2009,2010,224000,0,0
656,0,2000,3,No,None,RFn,774,0,384,400,1430,TA,9967,76.0,0,5,7,384,2000,2000,170000,0,0
0,0,2004,2,No,GLQ,RFn,1221,410,811,400,1221,Gd,7500,62.0,113,5,7,1221,2004,2005,185000,0,0
1182,0,2003,4,No,Unf,Fin,912,0,912,615,2094,Gd,9375,75.0,182,5,7,912,2003,2004,263000,0,0
0,0,1965,3,No,Rec,Unf,864,553,0,360,864,TA,8281,60.0,0,5,5,864,1965,1965,62383,0,0
0,85,1998,3,No,Rec,RFn,1053,567,413,750,1053,Ex,8973,69.0,80,7,5,1008,1958,1991,150000,0,0
0,0,1975,3,Gd,ALQ,Fin,1701,1390,0,611,1701,TA,16647,70.0,0,5,5,1390,1975,1981,171000,0,1
0,0,1958,3,No,Rec,RFn,1056,846,210,308,1056,TA,8176,70.0,0,6,5,1056,1958,1992,139000,0,0
0,0,1955,3,No,ALQ,Unf,1163,256,906,220,1163,TA,5820,49.0,98,8,3,1162,1955,2005,126175,0,0
843,0,2007,3,No,Unf,RFn,822,0,813,562,1665,Gd,8125,65.0,0,6,7,813,2007,2007,205950,0,0
512,0,2005,3,Mn,Unf,Unf,684,0,684,528,1196,Gd,12354,67.0,46,8,6,684,1920,2000,110000,0,0
1174,860,2009,4,No,Unf,Fin,1966,0,1926,820,3140,Ex,13518,104.0,78,5,9,1926,2008,2009,485000,0,0
0,288,1970,3,No,Unf,Unf,1682,0,1304,530,1682,TA,10400,80.0,0,6,7,1304,1970,1970,174000,0,0
0,80,2005,2,Gd,GLQ,Fin,1072,547,0,525,1072,TA,3675,35.0,28,5,5,547,2005,2005,145000,0,0
783,0,2009,3,Mn,GLQ,Unf,764,24,732,614,1547,Gd,8640,72.0,45,5,7,756,2009,2009,215200,0,0
0,302,2006,3,No,Unf,Fin,1905,0,1905,788,1905,Ex,11670,84.0,191,5,9,1905,2006,2006,320000,0,0
834,0,1996,3,Av,GLQ,RFn,827,385,70,550,1661,Gd,10667,43.0,61,6,7,799,1996,1996,212000,0,0
0,259,1964,3,Gd,GLQ,RFn,1350,624,288,520,1350,TA,9020,82.0,0,5,6,1248,1964,1964,168500,0,0
790,0,1992,3,No,Unf,RFn,1055,0,1055,462,1845,Gd,11218,70.0,104,5,6,1055,1992,1992,189000,0,0
580,0,1958,3,No,Unf,RFn,1021,0,533,300,1601,TA,13825,85.0,34,6,5,533,1958,1987,140000,0,0
807,0,1995,3,No,ALQ,Fin,691,592,99,409,1498,TA,13031,70.0,44,5,6,691,1995,1996,187500,0,1
956,0,2004,3,No,GLQ,RFn,991,222,769,678,1947,Gd,12552,100.0,136,5,7,991,2004,2005,254900,0,0
0,151,1955,3,No,ALQ,None,1098,902,196,260,1098,TA,7390,70.0,0,7,5,1098,1955,1955,135000,0,1
0,0,1969,3,No,ALQ,Unf,1054,602,14,460,1054,TA,9750,65.0,0,8,6,1054,1969,1969,151000,0,0
0,0,1957,3,No,Rec,Fin,928,308,620,288,928,TA,6000,50.0,0,6,5,928,1957,1957,112500,0,0
687,0,1925,4,No,Rec,Unf,1133,329,697,240,1820,TA,9120,60.0,100,6,7,1026,1925,1950,184000,0,0
998,0,1970,5,No,GLQ,Fin,1687,523,301,672,3082,TA,15863,102.0,63,3,7,824,1920,1970,197000,0,0
684,0,1957,5,Av,Unf,Unf,1104,0,1104,304,1788,TA,11250,70.0,0,5,4,1104,1957,1989,161500,0,1
0,0,1956,2,No,None,Unf,1022,247,310,280,1022,TA,7200,60.0,30,4,5,1022,1910,2006,85000,0,0
0,80,2005,3,No,GLQ,None,1274,925,349,508,1274,Gd,8814,68.0,98,5,7,1274,2005,2007,203000,0,0
1370,245,2005,4,No,Unf,Fin,1134,0,1122,656,2504,Ex,11198,77.0,39,5,9,1122,2005,2007,325000,0,0
677,204,2000,3,Mn,GLQ,Fin,1476,904,536,736,2153,Ex,11050,70.0,142,5,9,1440,2000,2000,313000,0,1
903,0,2002,3,No,GLQ,None,1128,804,324,577,2031,Gd,9473,75.0,211,5,8,1128,2002,2002,237000,0,0
764,0,1940,3,No,Unf,Unf,1060,0,764,520,1824,TA,13515,60.0,0,6,6,764,1919,1950,180500,0,0
0,0,1954,2,No,BLQ,None,1008,486,522,275,1008,TA,11425,70.0,0,6,5,1008,1954,1954,137000,0,1
0,0,1990,3,No,LwQ,Unf,694,365,75,352,694,Gd,4280,40.0,0,6,5,440,1913,2002,90350,0,0
0,0,1976,4,Gd,Rec,Unf,1728,936,396,574,1728,TA,12640,55.0,0,5,6,1728,1976,1976,150900,0,0
0,183,1999,3,Av,ALQ,RFn,1588,1162,426,472,1588,Gd,10264,78.0,29,5,7,1588,1999,1999,214000,0,0
0,180,1957,3,No,None,Unf,1392,1302,90,528,1392,TA,11341,70.0,0,6,5,1392,1957,1996,121500,0,1
2065,0,1996,4,Av,GLQ,Fin,2411,2096,300,813,4476,Ex,15623,160.0,78,5,10,2396,1996,1996,745000,0,0
808,0,1977,3,No,Unf,RFn,1161,0,808,534,1969,TA,11952,92.0,0,6,7,808,1977,1977,190000,0,0
0,16,2005,1,No,GLQ,Fin,1504,16,1330,457,1504,Gd,3182,43.0,0,5,7,1346,2005,2006,181000,0,0
0,0,1958,3,No,Unf,Unf,1276,0,1276,350,1276,TA,9571,68.0,0,3,5,1276,1958,1958,60000,0,0
0,0,2007,2,No,Unf,Fin,1800,0,1800,702,1800,Ex,11923,122.0,136,5,9,1800,2007,2007,239000,0,0
0,104,0,3,Av,GLQ,None,816,816,0,0,816,TA,11841,81.0,32,5,6,816,1990,1990,118500,1,0
0,0,1950,2,None,None,Unf,1040,0,0,625,1040,TA,7200,60.0,0,7,5,0,1950,1950,109500,0,0
0,0,1981,3,No,Unf,Unf,924,0,924,280,924,TA,7990,88.0,0,6,5,924,1975,1975,110000,0,0
0,0,1962,2,No,Unf,Unf,832,0,832,528,832,Gd,7227,59.0,0,6,6,832,1954,1954,105500,0,0
930,0,1998,3,No,Unf,Fin,956,0,930,431,1886,Gd,11214,70.0,0,5,7,930,1998,1999,199900,0,1
0,234,1990,3,Mn,ALQ,RFn,2196,485,1496,701,2196,Gd,14684,90.0,70,7,7,2158,1990,1991,271900,0,0
0,0,1965,3,Mn,BLQ,Unf,1039,841,198,504,1039,TA,11625,75.0,0,4,5,1039,1965,1965,131500,0,0
551,0,1948,3,No,Unf,None,720,0,720,312,1271,TA,21286,115.0,0,5,5,720,1948,1950,135000,0,0
406,0,1978,4,No,Rec,Unf,961,241,229,384,1367,TA,8405,50.0,130,8,5,861,1900,1950,119000,0,0
857,123,1986,3,No,Unf,Fin,1236,0,791,542,2093,TA,20544,46.0,63,6,7,791,1986,1991,215000,0,0
0,0,1972,3,Av,BLQ,Unf,864,460,404,338,864,TA,15523,36.0,0,6,5,864,1972,1972,133500,0,0
748,0,1969,4,No,Unf,Unf,1699,0,804,336,2447,Gd,9638,50.0,0,7,6,804,1919,1990,169000,0,0
0,156,1963,3,Gd,GLQ,RFn,1054,763,173,480,1054,Gd,8800,80.0,0,7,6,936,1963,1963,137500,0,0
0,0,0,3,No,ALQ,None,1120,206,914,0,1120,TA,8402,70.0,30,5,5,1120,2007,2007,147000,1,0
0,228,2005,3,Av,Unf,RFn,1616,0,1616,834,1616,Gd,8688,73.0,59,5,7,1616,2005,2005,232000,0,0
0,168,1965,3,No,ALQ,RFn,1073,836,237,515,1073,TA,10289,79.0,0,7,5,1073,1965,1965,156000,0,0
0,0,1975,2,Av,ALQ,RFn,1389,1071,195,418,1389,TA,10010,77.0,38,5,5,1389,1974,1975,170000,0,0
0,0,1961,1,No,BLQ,None,861,262,599,539,861,TA,12342,70.0,0,5,4,861,1940,1950,82500,0,1
560,0,1971,3,No,ALQ,RFn,575,350,0,576,1135,Gd,7200,60.0,0,9,7,560,1936,2007,155000,0,0
1362,340,2006,4,Gd,GLQ,RFn,1466,1150,316,1052,2828,Gd,9965,77.0,144,5,8,1466,2006,2007,424870,0,0
0,0,1995,2,No,GLQ,RFn,1616,1180,415,608,1616,Gd,5389,39.0,152,5,8,1595,1995,1996,236500,0,0
0,0,1976,3,Gd,ALQ,RFn,1437,1157,280,528,1437,Gd,10768,90.0,21,8,5,1437,1976,2004,218000,0,0
0,171,2000,3,No,None,Unf,1630,0,1630,451,1630,Gd,9750,75.0,234,5,7,1630,2000,2001,213000,0,0
0,630,2002,3,Gd,GLQ,Fin,1800,1274,526,765,1800,Gd,14331,85.0,78,5,8,1800,2002,2002,312500,0,0
761,360,1976,3,No,Unf,RFn,1094,0,528,512,1855,TA,9600,80.0,100,7,6,528,1976,1994,187000,0,0
783,0,1999,3,No,Unf,Fin,892,0,841,502,1675,TA,24682,70.0,103,5,6,841,1999,1999,181000,0,1
1128,0,2004,4,No,GLQ,RFn,956,656,300,618,2084,Gd,10142,76.0,45,5,7,956,2004,2004,233000,0,0
495,0,1941,3,Mn,LwQ,Unf,616,236,0,200,1111,TA,9084,60.0,0,6,5,616,1941,1950,95000,0,0
0,0,0,2,No,Unf,None,729,0,270,0,729,TA,4130,56.0,0,6,3,270,1935,2003,52000,1,0
0,0,1979,3,No,None,Unf,1586,0,1362,435,1586,TA,17043,48.0,0,5,6,1362,1979,1998,181000,0,0
0,748,2009,1,No,GLQ,Fin,2234,1904,312,1166,2234,Ex,17423,63.0,60,5,9,2216,2008,2009,501837,0,0
0,0,0,3,No,BLQ,None,858,614,244,0,858,TA,8125,70.0,0,4,4,858,1971,1971,88000,1,1
0,0,0,3,No,None,None,833,625,208,0,833,TA,8780,70.0,0,5,5,833,1985,1985,112000,1,1
0,0,1980,3,No,Rec,Unf,1283,504,319,506,1283,TA,7763,70.0,0,7,5,931,1962,1980,140000,0,0
0,238,1953,3,No,GLQ,Fin,1644,1285,131,418,1644,TA,9600,80.0,0,5,6,1416,1953,1953,167000,0,0
0,175,1960,3,No,Rec,None,1383,565,818,292,1383,TA,11600,80.0,45,5,6,1383,1960,1960,145250,0,0
0,119,1978,3,No,ALQ,Unf,2073,790,589,500,2073,TA,13175,85.0,0,6,6,1542,1978,1988,210000,0,0
