2ndFlrSF,MasVnrArea,GarageYrBlt,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,GarageYrBlt_missing,LotFrontage_missing
0,0,1922,2,No,Unf,Unf,1180,0,700,252,1180,Fa,11600,80.0,0,5,4,700,1922,1950,137500,0,0
688,266,1966,3,No,BLQ,RFn,660,512,148,453,1348,TA,7590,69.0,108,5,6,660,1966,1966,155000,0,0
0,0,1975,4,No,Rec,None,2515,1219,816,484,2515,TA,32668,70.0,0,3,6,2035,1957,1975,200624,0,1
1169,361,1960,5,No,Rec,None,1105,443,662,480,2274,TA,11600,80.0,0,5,5,1105,1960,1960,154300,0,0
0,0,1922,3,No,Unf,Unf,1077,0,1007,210,1077,TA,9786,60.0,100,4,3,1007,1922,1950,91000,0,0
896,0,0,4,No,Unf,None,896,0,896,0,1792,TA,9000,60.0,45,5,5,896,1974,1974,136000,1,0
0,0,1969,0,Av,None,Unf,1258,1198,0,400,1258,TA,12900,60.0,0,4,4,1198,1969,1969,108959,0,0
0,0,1954,2,No,Unf,Unf,1375,0,1367,451,1375,TA,11310,75.0,30,5,6,1367,1954,1954,140000,0,0
0,0,0,2,Mn,None,None,605,348,180,0,605,TA,9098,58.0,0,7,4,528,1920,2002,86000,1,0
0,0,1961,3,No,BLQ,RFn,1144,594,270,264,1144,TA,10000,80.0,0,6,5,864,1961,1983,131400,0,0
0,0,2007,3,Av,Unf,RFn,1234,0,1234,484,1234,Gd,11049,85.0,30,5,8,1234,2007,2007,179900,0,0
0,0,1980,0,No,GLQ,Unf,1056,1056,0,576,1056,TA,6979,64.0,56,5,6,1056,1980,1980,144000,0,0
0,338,2008,3,Gd,GLQ,RFn,1646,1513,125,800,1646,Gd,9520,71.0,44,5,8,1638,2007,2008,293077,0,0
0,145,1957,4,Av,Rec,None,1526,383,833,364,1526,TA,8562,68.0,78,6,5,1216,1957,2002,144500,0,0
384,0,1947,2,No,Rec,Unf,832,442,390,336,1216,TA,8480,80.0,0,5,5,832,1947,1950,118500,0,0
0,0,0,6,No,Unf,None,1800,0,1800,0,1800,TA,8000,80.0,0,4,5,1800,1961,1961,141000,1,0
975,1600,1997,3,No,None,RFn,975,649,326,576,1950,Gd,7399,66.0,10,5,7,975,1997,1998,239000,0,0
1092,270,2007,3,No,Unf,Fin,1482,0,1482,868,2574,Ex,9588,69.0,148,5,8,1482,2007,2007,276000,0,0
876,208,2005,4,Av,GLQ,Fin,1992,240,1752,716,2868,Ex,16056,85.0,108,5,9,1992,2005,2006,556581,0,0
1196,0,1940,3,Mn,Unf,Unf,1207,0,1032,349,2403,TA,24090,70.0,0,7,7,1032,1940,1950,244400,0,1
0,0,2003,3,Gd,None,Fin,1944,1274,622,708,1944,Ex,12378,90.0,175,5,9,1896,2003,2004,360000,0,0
0,0,0,1,No,Unf,None,882,0,882,0,882,TA,5500,55.0,0,6,4,882,1956,1956,103200,1,0
0,0,0,4,No,Unf,None,1008,0,1008,0,1522,TA,6000,60.0,0,5,5,1008,1926,1950,102000,1,0
840,0,1980,3,No,None,Fin,716,81,23,452,1556,TA,1950,24.0,0,6,6,716,1980,1980,151000,0,0
743,337,1992,4,No,GLQ,Fin,2129,700,983,541,2872,Gd,10678,85.0,33,5,8,1683,1992,2000,285000,0,0
468,0,1991,4,None,None,Fin,1120,0,0,680,1588,TA,17120,80.0,59,4,4,0,1959,1959,134432,0,0
0,0,1949,3,No,LwQ,Unf,798,94,641,220,1487,TA,8741,52.0,140,4,6,735,1945,1950,113000,0,0
530,117,1990,3,Mn,LwQ,RFn,1187,902,254,400,1717,Gd,13758,44.0,36,5,7,1156,1990,1991,187500,0,0
557,0,1951,2,No,Unf,None,803,0,803,297,1360,Gd,7200,60.0,65,6,5,803,1938,1995,125500,0,0
804,216,2000,3,No,GLQ,Unf,769,378,378,440,1573,Gd,2117,70.0,32,5,6,756,2000,2000,177500,0,1
0,0,1965,3,Gd,ALQ,RFn,1265,633,586,502,1265,Gd,9350,85.0,92,8,5,1219,1965,1999,179900,0,0
0,0,1952,2,Av,Unf,Unf,1044,0,540,504,1044,Fa,8712,66.0,0,5,5,540,1952,1952,55993,0,0
0,0,1976,3,Av,ALQ,Unf,954,483,428,576,954,TA,10780,55.0,0,5,5,911,1976,1976,132500,0,0
682,0,1947,3,No,Unf,Unf,707,0,651,240,1389,TA,3378,60.0,0,8,7,651,1946,1992,135000,0,0
898,210,2002,3,Mn,GLQ,Fin,1091,932,133,586,1989,Gd,11367,90.0,60,5,8,1065,2002,2002,255000,0,0
808,0,1990,3,No,Unf,Unf,902,0,576,480,1710,TA,10300,50.0,11,6,7,576,1921,1950,140000,0,0
0,148,2002,3,No,GLQ,RFn,1689,1218,350,857,1689,Gd,13265,70.0,59,5,8,1568,2002,2002,271000,0,1
0,45,2006,3,Av,GLQ,Fin,1500,1070,286,648,1500,Gd,4045,53.0,20,5,7,1356,2006,2006,246578,0,0
0,94,2005,2,No,Unf,RFn,1368,0,1368,474,1368,Gd,6955,48.0,35,5,7,1368,2005,2006,202500,0,0
546,80,1970,3,No,Unf,Unf,546,0,546,286,1092,TA,2001,21.0,0,5,4,546,1970,1970,75000,0,0
600,376,1971,2,No,ALQ,Unf,765,471,294,440,1365,TA,1920,24.0,36,5,5,765,1971,1971,122500,0,0
0,0,1968,2,No,Unf,None,1073,0,1073,326,1073,TA,5400,60.0,0,6,5,1073,1921,1968,108480,0,0
332,0,1940,2,No,Rec,Unf,976,428,300,256,1308,TA,9600,130.0,70,7,5,728,1940,1950,160000,0,0
0,0,1977,3,Av,ALQ,Fin,1118,522,574,358,1118,TA,9880,76.0,0,6,6,1096,1977,1977,171000,0,0
0,135,2005,1,Av,ALQ,None,1306,900,406,624,1306,Gd,5381,34.0,63,5,6,1306,2005,2005,196000,0,0
896,0,1948,3,No,GLQ,Unf,1112,603,293,230,2008,Ex,7800,78.0,0,8,5,896,1948,2002,225000,0,0
0,0,2005,1,No,GLQ,Fin,1247,1039,208,550,1247,Gd,3316,37.0,84,5,8,1247,2005,2005,197000,0,0
668,0,1920,3,No,Unf,Unf,649,0,649,250,1317,TA,8500,50.0,54,4,4,649,1920,1950,40000,0,0
756,456,1999,3,No,GLQ,Fin,983,649,321,480,1739,Gd,2645,24.0,0,5,8,970,1999,2000,172500,0,0
523,0,1921,3,No,Unf,Unf,820,0,731,186,1343,TA,7681,54.0,0,6,5,731,1921,1950,154900,0,0
0,0,1975,2,Gd,ALQ,Unf,1533,655,878,576,1533,Gd,70761,62.0,54,5,7,1533,1975,1975,280000,0,0
717,0,1996,3,Gd,GLQ,Unf,729,604,125,406,1446,TA,21872,57.0,22,5,7,729,1996,1997,175000,0,0
672,0,1964,3,No,Rec,Unf,672,456,216,468,1344,TA,10690,59.0,128,7,5,672,1920,1997,147000,0,0
0,473,1998,4,No,GLQ,None,1470,986,484,696,2630,Gd,9200,80.0,66,5,8,1470,1998,1998,315000,0,0
0,0,2003,3,Mn,GLQ,RFn,1337,699,638,531,1337,Gd,8450,65.0,39,5,7,1337,2003,2003,185000,0,0
0,0,1967,3,Av,None,Fin,980,400,100,384,980,TA,9750,75.0,0,5,5,980,1967,1967,135500,0,0
878,0,1995,3,No,GLQ,RFn,1142,584,544,466,2020,Gd,9828,80.0,155,5,8,1128,1995,1995,239500,0,0
0,0,1963,3,No,Rec,Unf,1121,651,470,480,1121,TA,8816,80.0,80,6,5,1121,1963,1963,139000,0,0
403,0,1940,2,No,LwQ,Unf,1192,388,552,240,1595,TA,8400,60.0,0,5,6,940,1940,2000,140000,0,0
0,65,1966,3,No,Rec,RFn,892,340,524,264,892,TA,9477,70.0,0,5,5,864,1966,1966,110000,0,1
1121,246,1990,4,No,ALQ,RFn,1122,700,0,746,2243,Gd,13474,116.0,44,5,7,700,1990,1991,225000,0,0
0,148,1977,3,No,Unf,RFn,1285,0,660,528,1285,TA,8197,71.0,0,5,6,660,1977,1977,143500,0,0
0,0,0,3,No,ALQ,None,1225,569,381,0,1225,TA,9320,77.0,0,5,4,950,1959,1959,128950,1,0
729,894,1999,3,No,GLQ,Unf,742,381,348,440,1471,TA,3230,34.0,24,5,6,729,1999,1999,172500,0,0
0,0,1954,2,Gd,LwQ,Unf,1363,226,96,439,1363,TA,39104,73.0,0,7,7,1385,1954,2005,241500,0,0
